Test Sponsor,System Name,Paralled,Base Threads,Enabled Cores,Enabled Chips,Threads/Core,Base Results,Peak Results
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8176, 2.10 GHz)",Yes,112,112,4,1,193   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6140M, 2.30 GHz)",Yes,72,72,4,1,171   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6142M, 2.60 GHz)",Yes,64,64,4,1,169   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8176M, 2.10 GHz)",Yes,112,112,4,1,194   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8160M, 2.10 GHz)",Yes,96,96,4,1,190   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6132, 2.60 GHz)",Yes,56,56,4,1,153   ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8280, 2.70GHz)",Yes,28,28,1,1,102   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8280, 2.70GHz)",Yes,112,112,4,1,232   ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8280, 2.70GHz)",Yes,56,56,2,1,156   ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6242, 2.80GHz)",Yes,32,32,2,1,133   ,Not Run
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4208, 2.10GHz)",Yes,16,16,2,1,67.5 ,67.8 
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4215, 2.50GHz)",Yes,16,16,2,1,77.2 ,77.5 
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4216, 2.10GHz)",Yes,32,32,2,1,112   ,113   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6238, 2.10GHz)",Yes,44,44,2,1,134   ,134   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6230, 2.10GHz)",Yes,40,40,2,1,128   ,130   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6240, 2.60GHz)",Yes,36,36,2,1,132   ,133   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6254, 3.10GHz)",Yes,36,36,2,1,141   ,142   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8280M, 2.70GHz)",Yes,56,56,2,1,153   ,155   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6248, 2.50GHz)",Yes,40,40,2,1,135   ,136   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6240, 2.60GHz)",Yes,36,36,2,1,130   ,130   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6248, 2.50GHz)",Yes,40,40,2,1,136   ,137   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5220, 2.20GHz)",Yes,36,36,2,1,121   ,122   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6252, 2.10GHz)",Yes,48,48,2,1,140   ,141   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4216, 2.10GHz)",Yes,32,32,2,1,113   ,113   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5222, 3.80GHz)",Yes,8,8,2,1,58.0 ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6240L, 2.60GHz)",Yes,36,36,2,1,131   ,133   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6244, 3.60GHz)",Yes,32,32,2,1,106   ,106   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6246, 3.30GHz)",Yes,24,24,2,1,123   ,123   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5215M, 2.50GHz)",Yes,20,20,2,1,88.4 ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8280L, 2.70GHz)",Yes,56,56,2,1,154   ,155   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6238M, 2.10GHz)",Yes,44,44,2,1,134   ,135   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5215, 2.50GHz)",Yes,20,20,2,1,89.0 ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6238L, 2.10GHz)",Yes,44,44,2,1,134   ,135   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6240M, 2.60GHz)",Yes,36,36,2,1,132   ,132   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5220, 2.20GHz)",Yes,36,36,2,1,121   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6230, 2.10GHz)",Yes,40,40,2,1,128   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4216, 2.10GHz)",Yes,32,32,2,1,113   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6244, 3.60GHz)",Yes,16,16,2,1,102   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5218, 2.30GHz)",Yes,32,32,2,1,118   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8280, 2.70GHz)",Yes,56,56,2,1,154   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8260, 2.40GHz)",Yes,48,48,2,1,146   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5222, 3.80GHz)",Yes,8,8,2,1,57.9 ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8270, 2.70GHz)",Yes,52,52,2,1,151   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4210, 2.20GHz)",Yes,20,20,2,1,82.1 ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5215, 2.50GHz)",Yes,20,20,2,1,90.2 ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6242, 2.80GHz)",Yes,32,32,2,1,134   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6254, 3.10GHz)",Yes,36,36,2,1,140   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8280M, 2.70GHz)",Yes,56,56,2,1,154   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Bronze 3204, 1.90GHz)",Yes,12,12,2,1,43.8 ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4208, 2.10GHz)",Yes,16,16,2,1,68.6 ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6226, 2.70GHz)",Yes,24,24,2,1,111   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8253, 2.20GHz)",Yes,32,32,2,1,NC,NC
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6240, 2.60GHz)",Yes,36,36,2,1,131   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6252, 2.10GHz)",Yes,48,48,2,1,139   ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8270, 2.70GHz)",Yes,52,52,2,1,151   ,154   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Bronze 3204, 1.90GHz)",Yes,12,12,2,1,40.3 ,40.7 
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6226, 2.70GHz)",Yes,24,24,2,1,112   ,113   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8260, 2.40GHz)",Yes,48,48,2,1,146   ,147   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4214, 2.20GHz)",Yes,24,24,2,1,94.1 ,95.0 
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8253, 2.20GHz)",Yes,32,32,2,1,NC,NC
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8256, 3.80GHz)",Yes,8,8,2,1,NC,NC
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8276, 2.20GHz)",Yes,56,56,2,1,148   ,149   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6246, 3.30GHz)",Yes,24,24,2,1,122   ,122   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6244, 3.60GHz)",Yes,16,16,2,1,105   ,105   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4210, 2.20GHz)",Yes,20,20,2,1,81.4 ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4215, 2.50GHz)",Yes,16,16,2,1,77.8 ,78.4 
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8260L, 2.40GHz)",Yes,48,48,2,1,145   ,146   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4208, 2.10GHz)",Yes,16,16,2,1,68.6 ,69.4 
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6262V, 1.90GHz)",Yes,48,48,2,1,125   ,125   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8276L, 2.20GHz)",Yes,56,56,2,1,148   ,149   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6222V, 1.80GHz)",Yes,40,40,2,1,115   ,116   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6246, 3.30GHz)",Yes,24,24,2,1,121   ,Not Run
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6226, 2.70GHz)",Yes,24,24,2,1,110   ,111   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5215M, 2.50GHz)",Yes,20,20,2,1,90.0 ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8276L, 2.20GHz)",Yes,56,56,2,1,148   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8260L, 2.40GHz)",Yes,48,48,2,1,145   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5218N, 2.30GHz)",Yes,32,32,2,1,119   ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5220S, 2.70GHz)",Yes,36,36,2,1,118   ,119   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6230N, 2.30GHz)",Yes,40,40,2,1,130   ,131   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6252N, 2.30GHz)",Yes,48,48,2,1,146   ,146   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6230N, 2.30GHz)",Yes,40,40,2,1,130   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6238M, 2.10GHz)",Yes,44,44,2,1,135   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6240M, 2.60GHz)",Yes,36,36,2,1,131   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5220S, 2.70GHz)",Yes,36,36,2,1,120   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6240L, 2.60GHz)",Yes,36,36,2,1,129   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6238L, 2.10GHz)",Yes,44,44,2,1,134   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6262V, 1.90GHz)",Yes,48,48,2,1,126   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6252N, 2.30GHz)",Yes,48,48,2,1,145   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8260, 2.40GHz)",Yes,48,48,2,1,146   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6222V, 1.80GHz)",Yes,40,40,2,1,115   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6240Y, 2.60GHz)",Yes,36,36,2,1,130   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5218B, 2.30GHz)",Yes,32,32,2,1,118   ,Not Run
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4210, 2.20GHz)",Yes,20,20,2,1,82.1 ,Not Run
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Bronze 3204, 1.90GHz)",Yes,12,12,2,1,43.9 ,44.4 
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5215M, 2.50GHz)",Yes,20,20,2,1,90.5 ,90.9 
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5215, 2.50GHz)",Yes,20,20,2,1,90.7 ,91.1 
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5222, 3.80GHz)",Yes,8,8,2,1,58.1 ,58.9 
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8253, 2.20GHz)",Yes,32,32,2,1,NC,NC
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8270, 2.70GHz)",Yes,52,52,2,1,152   ,Not Run
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8280L, 2.70GHz)",Yes,56,56,2,1,154   ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5218B, 2.30GHz)",Yes,32,32,2,1,117   ,118   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5218, 2.30GHz)",Yes,32,32,2,1,118   ,119   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6230, 2.10GHz)",Yes,40,40,2,1,129   ,129   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6252, 2.10GHz)",Yes,48,48,2,1,141   ,141   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6244, 3.60GHz)",Yes,16,16,2,1,104   ,104   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6262V, 1.90GHz)",Yes,48,48,2,1,127   ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6240Y, 2.60GHz)",Yes,36,36,2,1,130   ,130   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6240M, 2.60GHz)",Yes,36,36,2,1,132   ,Not Run
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4214, 2.20GHz)",Yes,24,24,2,1,93.7 ,94.2 
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5218N, 2.30GHz)",Yes,32,32,2,1,118   ,120   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6222V, 1.80GHz)",Yes,40,40,2,1,113   ,115   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6240, 2.60GHz)",Yes,36,36,2,1,132   ,133   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6254, 3.10GHz)",Yes,36,36,2,1,141   ,142   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5220S, 2.70GHz)",Yes,36,36,2,1,120   ,121   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8280M, 2.70GHz)",Yes,56,56,2,1,153   ,153   
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8260M, 2.40GHz)",Yes,48,48,2,1,146   ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4214, 2.20GHz)",Yes,24,24,2,1,93.4 ,Not Run
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8256, 3.80GHz)",Yes,8,8,2,1,NC,NC
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5218N, 2.30GHz)",Yes,32,32,2,1,119   ,120   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6238L, 2.10GHz)",Yes,44,44,2,1,134   ,135   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6242, 2.80GHz)",Yes,32,32,2,1,133   ,134   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8260Y, 2.40GHz)",Yes,48,48,2,1,146   ,147   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8276, 2.20GHz)",Yes,56,56,2,1,148   ,149   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8256, 3.80GHz)",Yes,8,8,2,1,NC,NC
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6238M, 2.10GHz)",Yes,44,44,2,1,134   ,135   
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6240, 2.60GHz)",Yes,72,72,4,1,174   ,174   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6240L, 2.60GHz)",Yes,36,36,2,1,131   ,133   
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6254, 3.10GHz)",Yes,72,72,4,1,196   ,196   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8276L, 2.20GHz)",Yes,56,56,2,1,148   ,148   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6230N, 2.30GHz)",Yes,40,40,2,1,130   ,Not Run
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8260, 2.40GHz)",Yes,48,48,2,1,145   ,146   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6240Y, 2.60GHz)",Yes,36,36,2,1,130   ,131   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5220, 2.20GHz)",Yes,36,36,2,1,122   ,123   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5218B, 2.30GHz)",Yes,32,32,2,1,119   ,120   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6238, 2.10GHz)",Yes,44,44,2,1,134   ,135   
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6222V, 1.80GHz)",Yes,80,80,4,1,162   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5215, 2.50GHz)",Yes,40,40,4,1,132   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8280M, 2.70GHz)",Yes,112,112,4,1,217   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5222, 3.80GHz)",Yes,16,16,4,1,94.5 ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8268, 2.90GHz)",Yes,96,96,4,1,212   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6262V, 1.90GHz)",Yes,96,96,4,1,182   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8270, 2.70GHz)",Yes,104,104,4,1,214   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6248, 2.50GHz)",Yes,80,80,4,1,181   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6246, 3.30GHz)",Yes,48,48,4,1,180   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6242, 2.80GHz)",Yes,64,64,4,1,189   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6244, 3.60GHz)",Yes,32,32,4,1,161   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6238, 2.10GHz)",Yes,88,88,4,1,188   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6226, 2.70GHz)",Yes,48,48,4,1,163   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6238M, 2.10GHz)",Yes,88,88,4,1,192   ,192   
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6240Y, 2.60GHz)",Yes,72,72,4,1,184   ,184   
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8260M, 2.40GHz)",Yes,96,96,4,1,198   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6240L, 2.60GHz)",Yes,72,72,4,1,179   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6238L, 2.10GHz)",Yes,88,88,4,1,189   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5218, 2.30GHz)",Yes,64,64,4,1,162   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8260Y, 2.40GHz)",Yes,96,96,4,1,201   ,Not Run
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8260L, 2.40GHz)",Yes,48,48,2,1,146   ,146   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8280, 2.70GHz)",Yes,56,56,2,1,155   ,154   
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5215M, 2.50GHz)",Yes,40,40,4,1,132   ,Not Run
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8280L, 2.70GHz)",Yes,112,112,4,1,217   ,Not Run
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8276, 2.20GHz)",Yes,112,112,4,1,208   ,Not Run
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8260, 2.40GHz)",Yes,96,96,4,1,193   ,Not Run
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6248, 2.50GHz)",Yes,80,80,4,1,186   ,Not Run
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8270, 2.70GHz)",Yes,104,104,4,1,213   ,Not Run
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8256, 3.80GHz)",Yes,16,16,4,1,NC,NC
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6240, 2.60GHz)",Yes,72,72,4,1,184   ,Not Run
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6244, 3.60GHz)",Yes,32,32,4,1,157   ,158   
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6246, 3.30GHz)",Yes,48,48,4,1,175   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8260L, 2.40GHz)",Yes,96,96,4,1,203   ,203   
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8276L, 2.20GHz)",Yes,112,112,4,1,206   ,207   
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8280, 2.70GHz)",Yes,112,112,4,1,216   ,Not Run
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8260M, 2.40GHz)",Yes,96,96,4,1,201   ,Not Run
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6240L, 2.60GHz)",Yes,72,72,4,1,182   ,Not Run
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6242, 2.80GHz)",Yes,64,64,4,1,179   ,Not Run
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6248, 2.50GHz)",Yes,80,80,4,1,178   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6252, 2.10GHz)",Yes,96,96,4,1,190   ,Not Run
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6240M, 2.60GHz)",Yes,72,72,4,1,182   ,183   
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5220, 2.20GHz)",Yes,72,72,4,1,162   ,162   
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Platinum 8268, 2.90GHz)",Yes,96,96,4,1,212   ,212   
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6238, 2.10GHz)",Yes,88,88,4,1,192   ,Not Run
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6226, 2.70GHz)",Yes,48,48,4,1,160   ,164   
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 5218, 2.30GHz)",Yes,64,64,4,1,166   ,167   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8268, 2.90GHz)",Yes,48,48,2,1,154   ,154   
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6248, 2.50GHz)",Yes,80,80,4,1,193   ,Not Run
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6242R, 3.10GHz)",Yes,40,40,2,1,148   ,149   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5220R, 2.20GHz)",Yes,48,48,2,1,140   ,141   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4214R, 2.40GHz)",Yes,24,24,2,1,98.0 ,98.6 
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6246R, 3.40GHz)",Yes,32,32,2,1,146   ,146   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6238R, 2.20GHz)",Yes,56,56,2,1,148   ,148   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4215R, 3.20GHz)",Yes,16,16,2,1,79.4 ,79.9 
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6226R, 2.90GHz)",Yes,32,32,2,1,133   ,133   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6248R, 3.00GHz)",Yes,48,48,2,1,154   ,155   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6258R, 2.70GHz)",Yes,56,56,2,1,153   ,155   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5218R, 2.10GHz)",Yes,40,40,2,1,128   ,129   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Bronze 3206R, 1.90GHz)",Yes,16,16,2,1,57.4 ,58.0 
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4210R, 2.40GHz)",Yes,20,20,2,1,83.9 ,84.2 
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6240R, 2.40GHz)",Yes,48,48,2,1,149   ,150   
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6230R, 2.10GHz)",Yes,52,52,2,1,145   ,145   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6246R, 3.40GHz)",Yes,32,32,2,1,147   ,148   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5218R, 2.10GHz)",Yes,40,40,2,1,128   ,129   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6240R, 2.40GHz)",Yes,48,48,2,1,148   ,149   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6242R, 3.10GHz)",Yes,40,40,2,1,150   ,150   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4210R, 2.40GHz)",Yes,20,20,2,1,83.7 ,84.2 
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6248R, 3.00GHz)",Yes,48,48,2,1,156   ,156   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5220R, 2.20GHz)",Yes,48,48,2,1,142   ,142   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6230R, 2.10GHz)",Yes,52,52,2,1,145   ,145   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6238R, 2.20GHz)",Yes,56,56,2,1,147   ,148   
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4215R, 3.20GHz)",Yes,16,16,2,1,79.8 ,80.4 
